"zip","TotalPop","MedianHHInc","PerCapitaHHInc","MaleOver65","FemaleOver65","PercentOver65","Rural","Urban","PercentWhite","PercentBlack","PercentHispanic","amount","AmountRep","AmountDem","AmountRCand","AmountDCand","AmountRComm","AmountDComm","rep","dem","meanrep","meandem","X_merge1","StCtyFIPS","StDMACode","X_merge2","DMACode","State","StFIPS","DMAName","Keep_L10","Keep_15S","Keep_25S","X_merge3","Market","TotDem","TotRep","TotAds","Negative","Positive","Personal","Policy","MeanDem","MeanRep","X_merge4","Bush_00_sum","Total_00_sum","Bush04_sum","Total04_sum","repvote00","repvote04","diff","PollsterEverComp","PollsterSeptComp","PollsterComp","SeptNotComp","NonComp","Pop","Cont","RCont","DCont","Inc","Ads","AdsSqrd","RAds","DAds","RDAds","RAdsSqrd","DAdsSqrd","RepubVote","TotVote","RepubShare","RepubTown","DemTown","CDF","CDF2","density","Zip_Number","Pop_Tot","per_hsgrads","per_collegegrads","geoid","geoid2","geodisplaylabel","perinstate","peroutofstate","MergeCommuting","Treatment1","StFIPS1","StFIPS2","StFIPS3","StFIPS4","StFIPS5","StFIPS6","StFIPS7","StFIPS8","StFIPS9","StFIPS10","StFIPS11","StFIPS12","StFIPS13","StFIPS14","StFIPS15","StFIPS16","StFIPS17","StFIPS18","StFIPS19","StFIPS20","StFIPS21","StFIPS22","StFIPS23","StFIPS24","StFIPS25","StFIPS26","StFIPS27","StFIPS28","StFIPS29","StFIPS30","StFIPS31","StFIPS32","StFIPS33","StFIPS34","StFIPS35","StFIPS36","StFIPS37","StFIPS38","StFIPS39","StFIPS40","StFIPS41","StFIPS42","StFIPS43","StFIPS44","StFIPS45","StFIPS46","StFIPS47","StFIPS48","StFIPS49","StFIPS50","StFIPS51","StFIPS52","StFIPS53","StFIPS54","StFIPS55","StFIPS56","state","Overlap","PerCapitaGiving","PerCapitaGivingThous","PercentVoted","lnperout","CanCommute","logDollars","PropScore1","MeanTreatment"
"20622",3471,73144,23691,374,124,0.1434745,1,0,0.84298474,0.12100259,0.0051858253,210,210,0,0,0,210,0,1,1,1,0,"matched (3)","24017",24511,"matched (3)",511,"Maryland            ",24,"Washington, DC         ",1,1,1,"matched (3)","Washington DC  ",9242,4230,13472,0.761802256532067,0.238197743467933,0.367317399049881,0.632682600950119,0.686015439429929,0.313984560570071,"matched (3)",298577,850340,382881,1057560,35.1126608180257,36.2041869964825,1.09152617845674,1,0,0,1,1,3.471,0.21,0.21,0,73.144,13.472,181.49478,4.23,9.242,39.09366,17.8929,85.41456,382881,1057560,0.36204186,0,1,0.3951457,0.9595368,111.016911516787,"20622",2250,79.6444444444444,13.4666666666667,"8600000US20622",20622,"ZCTA5 20622",74.9,25.1,"matched (3)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,60.501297,0.060501296,0.30468452,3.2619352,1,-1.5558972,0.58782816,0.4358407
"21117",41495,60005,32755,1186,1449,0.063501626,0,1,0.67981684,0.2500542,0.028172068,238787,44926,193861,39756,193011,5170,850,171,171,0.29239765,0.7076023,"matched (3)","24005",24512,"matched (3)",512,"Maryland            ",24,"Baltimore              ",1,1,1,"matched (3)","Baltimore",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",430931,997588,582705,1231569,43.1972918679856,47.3140359979831,4.11674412999748,1,0,0,1,1,41.495,238.787,44.926,193.861,60.005,0,0,0,0,0,0,0,582705,1231569,0.47314036,0,1,0.98465866,0.9028818,1410.16617112039,"21117",27745,92.3770048657416,49.6738151018201,"8600000US21117",21117,"ZCTA5 21117",95.7,4.3,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",1,5754.597,5.7545967,0.029679937,1.6677068,1,5.475576,0.61418307,0.4358407
"21031",53,0,8225,33,0,0.6226415,1,0,0.6226415,0.3773585,0,3300,2300,1000,2300,1000,0,0,2,2,0.5,0.5,"matched (3)","24005",24512,"matched (3)",512,"Maryland            ",24,"Baltimore              ",1,1,1,"matched (3)","Baltimore",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",430931,997588,582705,1231569,43.1972918679856,47.3140359979831,4.11674412999748,1,0,0,1,1,0.053,3.3,2.3,1,0,0,0,0,0,0,0,0,582705,1231569,0.47314036,0,1,0.6706683,0.0020280657,64.983058642343,"21031",53,0,0,"8600000US21031",21031,"ZCTA5 21031",NA,NA,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",1,62264.152,62.264153,23.23715,NA,1,1.1942254,0.44934782,0.4358407
"21790",74,60833,28385,7,22,0.3918919,1,0,1,0,0,500,0,500,0,500,0,0,1,1,0,1,"matched (3)","24021",24511,"matched (3)",511,"Maryland            ",24,"Washington, DC         ",1,1,1,"matched (3)","Washington DC  ",9242,4230,13472,0.761802256532067,0.238197743467933,0.367317399049881,0.632682600950119,0.686015439429929,0.313984560570071,"matched (3)",298577,850340,382881,1057560,35.1126608180257,36.2041869964825,1.09152617845674,1,0,0,1,1,0.074,0.5,0,0.5,60.833,13.472,181.49478,4.23,9.242,39.09366,17.8929,85.41456,382881,1057560,0.36204186,0,1,0.47960484,0.90971833,19.1017193302484,"21790",63,53.968253968254,0,"8600000US21790",21790,"ZCTA5 21790",NA,NA,"matched (3)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,6756.757,6.756757,14.291351,NA,1,-0.6911492,0.56983817,0.4358407
"21157",34805,52407,22871,1686,2682,0.1254992,0,1,0.9443758,0.036374085,0.0077287746,19001,12251,6750,8151,6000,4100,750,39,39,0.64102566,0.35897437,"matched (3)","24013",24512,"matched (3)",512,"Maryland            ",24,"Baltimore              ",1,1,1,"matched (3)","Baltimore",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",430931,997588,582705,1231569,43.1972918679856,47.3140359979831,4.11674412999748,1,0,0,1,1,34.805,19.001,12.251,6.75,52.407,0,0,0,0,0,0,0,582705,1231569,0.47314036,0,1,0.8566943,0.84364265,437.852930072802,"21157",22741,84.0376412646761,24.0578690470956,"8600000US21157",21157,"ZCTA5 21157",97.1,2.9,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",1,545.9273,0.5459273,0.03538483,1.3609766,1,2.9445443,0.591509,0.4358407
"21856",1047,37560,21655,77,94,0.16332377,1,0,0.64278895,0.31900668,0.0066857687,200,200,0,0,0,200,0,1,1,1,0,"matched (3)","24045",24576,"matched (3)",576,"Maryland            ",24,"Salisbury              ",1,1,1,"matched (3)","Salisbury",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",34268,67290,50032,85065,50.9258433645415,58.816199376947,7.8903560124055,1,0,0,1,1,1.047,0.2,0.2,0,37.56,0,0,0,0,0,0,0,50032,85065,0.588162,1,0,0.3752576,0.54204965,20.8788610471834,"21856",763,77.8505897771953,24.3774574049803,"8600000US21856",21856,"ZCTA5 21856",91.9,8.1,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,191.02196,0.19102196,0.08124642,2.2082744,1,-1.6044503,0.5364191,0.4358407
"21528",132,27188,24081,17,39,0.42424244,0,1,0.8712121,0.12878788,0,0,0,0,0,0,0,0,0,0,0,0,"master only (1)","24001",24511,"matched (3)",511,"Maryland            ",24,"Washington, DC         ",1,1,1,"matched (3)","Washington DC  ",9242,4230,13472,0.761802256532067,0.238197743467933,0.367317399049881,0.632682600950119,0.686015439429929,0.313984560570071,"matched (3)",298577,850340,382881,1057560,35.1126608180257,36.2041869964825,1.09152617845674,1,0,0,1,1,0.132,0,0,0,27.188,13.472,181.49478,4.23,9.242,39.09366,17.8929,85.41456,382881,1057560,0.36204186,0,1,0.14176834,0.15979196,1241.30964209865,"21528",103,62.1359223300971,15.5339805825243,NA,NA,NA,NA,NA,"master only (1)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,0,0,8.011818,NA,1,-6.9077554,0.5385186,0.4358407
"20720",14709,83728,30844,296,376,0.045686316,0,1,0.44836494,0.42470595,0.033992793,60460,2451,58009,1951,57309,500,700,128,128,0.0703125,0.9296875,"matched (3)","24033",24511,"matched (3)",511,"Maryland            ",24,"Washington, DC         ",1,1,1,"matched (3)","Washington DC  ",9242,4230,13472,0.761802256532067,0.238197743467933,0.367317399049881,0.632682600950119,0.686015439429929,0.313984560570071,"matched (3)",298577,850340,382881,1057560,35.1126608180257,36.2041869964825,1.09152617845674,1,0,0,1,1,14.709,60.46,2.451,58.009,83.728,13.472,181.49478,4.23,9.242,39.09366,17.8929,85.41456,382881,1057560,0.36204186,0,1,0.9387655,0.9783455,1259.67266126286,"20720",9376,93.0567406143345,45.7231228668942,"8600000US20720",20720,"ZCTA5 20720",60.3,39.7,"matched (3)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,4110.4087,4.110409,0.07189884,3.706228,1,4.1019983,0.61371,0.4358407
"21840",418,41827,21285,54,53,0.25598085,1,0,0.72248805,0.27751195,0,1000,0,1000,0,1000,0,0,2,2,0,1,"matched (3)","24045",24576,"matched (3)",576,"Maryland            ",24,"Salisbury              ",1,1,1,"matched (3)","Salisbury",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",34268,67290,50032,85065,50.9258433645415,58.816199376947,7.8903560124055,1,0,0,1,1,0.418,1,0,1,41.827,0,0,0,0,0,0,0,50032,85065,0.588162,1,0,0.5330869,0.6648785,66.3263022353019,"21840",369,84.5528455284553,29.5392953929539,"8600000US21840",21840,"ZCTA5 21840",76.6,23.4,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,2392.3445,2.3923445,0.20350479,3.1945832,1,0.0009995003,0.5523703,0.4358407
"21077",378,65795,43182,23,41,0.16931216,0,1,0.78571427,0.2037037,0,0,0,0,0,0,0,0,0,0,0,0,"master only (1)","24003",24512,"matched (3)",512,"Maryland            ",24,"Baltimore              ",1,1,1,"matched (3)","Baltimore",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",430931,997588,582705,1231569,43.1972918679856,47.3140359979831,4.11674412999748,1,0,0,1,1,0.378,0,0,0,65.795,0,0,0,0,0,0,0,582705,1231569,0.47314036,0,1,0.20149815,0.9343168,647.928213520017,"21077",263,85.5513307984791,12.5475285171103,"8600000US21077",21077,"ZCTA5 21077",71.9,28.1,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",1,0,0,3.258119,3.3707383,1,-6.9077554,0.5671513,0.4358407
"21829",383,26250,16460,16,44,0.15665796,1,0,0.7754569,0.22454308,0.018276762,0,0,0,0,0,0,0,0,0,0,0,"master only (1)","24047",24576,"matched (3)",576,"Maryland            ",24,"Salisbury              ",1,1,1,"matched (3)","Salisbury",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",34268,67290,50032,85065,50.9258433645415,58.816199376947,7.8903560124055,1,0,0,1,1,0.383,0,0,0,26.25,0,0,0,0,0,0,0,50032,85065,0.588162,1,0,0.24467632,0.13198783,21.9342169178283,"21829",288,65.625,12.5,"8600000US21829",21829,"ZCTA5 21829",95.7,4.3,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,0,0,0.22210182,1.6677068,1,-6.9077554,0.5226001,0.4358407
"20618",511,43594,25082,22,52,0.14481409,1,0,0.9510763,0.04892368,0,0,0,0,0,0,0,0,0,0,0,0,"master only (1)","24037",24511,"matched (3)",511,"Maryland            ",24,"Washington, DC         ",1,1,1,"matched (3)","Washington DC  ",9242,4230,13472,0.761802256532067,0.238197743467933,0.367317399049881,0.632682600950119,0.686015439429929,0.313984560570071,"matched (3)",298577,850340,382881,1057560,35.1126608180257,36.2041869964825,1.09152617845674,1,0,0,1,1,0.511,0,0,0,43.594,13.472,181.49478,4.23,9.242,39.09366,17.8929,85.41456,382881,1057560,0.36204186,0,1,0.35723397,0.7070099,89.5733345061341,"20618",368,80.1630434782609,8.96739130434783,"8600000US20618",20618,"ZCTA5 20618",98,2,"matched (3)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,0,0,2.0695891,1.0986123,0,-6.9077554,0.5563218,0.4358407
"20868",201,54583,19459,17,8,0.12437811,1,0,0.91542286,0.08457711,0.2238806,500,0,500,0,500,0,0,1,1,0,1,"matched (3)","24031",24511,"matched (3)",511,"Maryland            ",24,"Washington, DC         ",1,1,1,"matched (3)","Washington DC  ",9242,4230,13472,0.761802256532067,0.238197743467933,0.367317399049881,0.632682600950119,0.686015439429929,0.313984560570071,"matched (3)",298577,850340,382881,1057560,35.1126608180257,36.2041869964825,1.09152617845674,1,0,0,1,1,0.201,0.5,0,0.5,54.583,13.472,181.49478,4.23,9.242,39.09366,17.8929,85.41456,382881,1057560,0.36204186,0,1,0.47469825,0.8639233,319.820139622791,"20868",141,88.6524822695035,34.7517730496454,"8600000US20868",20868,"ZCTA5 20868",81.8,18.2,"matched (3)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,2487.562,2.4875622,5.2614927,2.9549103,1,-0.6911492,0.6567686,0.4358407
"21826",3666,34120,17551,209,262,0.1284779,0,1,0.6339334,0.3066012,0.025641026,1845,1595,250,500,250,1095,0,4,4,0.75,0.25,"matched (3)","24045",24576,"matched (3)",576,"Maryland            ",24,"Salisbury              ",1,1,1,"matched (3)","Salisbury",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",34268,67290,50032,85065,50.9258433645415,58.816199376947,7.8903560124055,1,0,0,1,1,3.666,1.845,1.595,0.25,34.12,0,0,0,0,0,0,0,50032,85065,0.588162,1,0,0.5997514,0.41025808,1076.50117958935,"21826",2346,78.9002557544757,18.6700767263427,"8600000US21826",21826,"ZCTA5 21826",91.6,8.4,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,503.27335,0.5032733,0.023203764,2.2407098,1,0.61302114,0.5335731,0.4358407
"21054",6864,79157,31379,222,304,0.0766317,0,1,0.8648019,0.09425991,0.023455711,34351,5001,29350,2500,28550,2501,800,45,45,0.31111112,0.6888889,"matched (3)","24003",24512,"matched (3)",512,"Maryland            ",24,"Baltimore              ",1,1,1,"matched (3)","Baltimore",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",430931,997588,582705,1231569,43.1972918679856,47.3140359979831,4.11674412999748,1,0,0,1,1,6.864,34.351,5.001,29.35,79.157,0,0,0,0,0,0,0,582705,1231569,0.47314036,0,1,0.90379775,0.9713781,445.048007522915,"21054",4694,92.2454196847039,32.2113336173839,"8600000US21054",21054,"ZCTA5 21054",83,17,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",1,5004.5166,5.004516,0.17942439,2.8903718,1,3.5366602,0.6284632,0.4358407
"21727",5507,44392,15077,203,501,0.1278373,0,1,0.9420737,0.024877429,0.013437443,2500,1000,1500,1000,1500,0,0,3,3,0.33333334,0.6666667,"matched (3)","24021",24511,"matched (3)",511,"Maryland            ",24,"Washington, DC         ",1,1,1,"matched (3)","Washington DC  ",9242,4230,13472,0.761802256532067,0.238197743467933,0.367317399049881,0.632682600950119,0.686015439429929,0.313984560570071,"matched (3)",298577,850340,382881,1057560,35.1126608180257,36.2041869964825,1.09152617845674,1,0,0,1,1,5.507,2.5,1,1.5,44.392,13.472,181.49478,4.23,9.242,39.09366,17.8929,85.41456,382881,1057560,0.36204186,0,1,0.637565,0.72146803,166.866601280593,"21727",3130,80,24.2811501597444,"8600000US21727",21727,"ZCTA5 21727",88.5,11.5,"matched (3)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,453.96768,0.4539677,0.19203922,2.5257287,1,0.91669065,0.5852825,0.4358407
"21035",7502,98197,40922,348,377,0.09664089,1,0,0.9305518,0.041855507,0.013463076,54349,19801,34548,12275,34548,7526,0,83,83,0.45783132,0.5421687,"matched (3)","24003",24512,"matched (3)",512,"Maryland            ",24,"Baltimore              ",1,1,1,"matched (3)","Baltimore",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",430931,997588,582705,1231569,43.1972918679856,47.3140359979831,4.11674412999748,1,0,0,1,1,7.502,54.349,19.801,34.548,98.197,0,0,0,0,0,0,0,582705,1231569,0.47314036,0,1,0.93349904,0.9899578,239.613895145189,"21035",5144,88.1415241057543,46.5396578538103,"8600000US21035",21035,"ZCTA5 21035",85.1,14.9,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",1,7244.6016,7.2446012,0.16416542,2.766319,1,3.9954445,0.67038274,0.4358407
"20765",366,87500,39021,32,65,0.2650273,1,0,0.89617485,0.10382514,0,7600,6600,1000,5600,1000,1000,0,5,5,0.8,0.2,"matched (3)","24003",24512,"matched (3)",512,"Maryland            ",24,"Baltimore              ",1,1,1,"matched (3)","Baltimore",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",430931,997588,582705,1231569,43.1972918679856,47.3140359979831,4.11674412999748,1,0,0,1,1,0.366,7.6,6.6,1,87.5,0,0,0,0,0,0,0,582705,1231569,0.47314036,0,1,0.76353407,0.9824016,886.664983781275,"20765",296,91.8918918918919,33.7837837837838,"8600000US20765",20765,"ZCTA5 20765",89.3,10.7,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",1,20765.027,20.765028,3.3649426,2.4595888,1,2.0282798,0.63324654,0.4358407
"21562",3403,27685,14055,305,470,0.22774023,0,1,0.98354393,0.0044078752,0.0038201588,500,500,0,0,0,500,0,1,1,1,0,"matched (3)","24001",24511,"matched (3)",511,"Maryland            ",24,"Washington, DC         ",1,1,1,"matched (3)","Washington DC  ",9242,4230,13472,0.761802256532067,0.238197743467933,0.367317399049881,0.632682600950119,0.686015439429929,0.313984560570071,"matched (3)",298577,850340,382881,1057560,35.1126608180257,36.2041869964825,1.09152617845674,1,0,0,1,1,3.403,0.5,0.5,0,27.685,13.472,181.49478,4.23,9.242,39.09366,17.8929,85.41456,382881,1057560,0.36204186,0,1,0.46004382,0.1742174,146.22717412168,"21562",2376,77.3569023569024,5.55555555555556,"8600000US21562",21562,"ZCTA5 21562",79,21,"matched (3)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,146.92917,0.14692917,0.31077284,3.0910425,1,-0.6911492,0.54047275,0.4358407
"21798",1839,58580,23473,93,112,0.11147363,1,0,0.98096794,0,0.0021750953,4808,0,4808,0,4600,0,208,3,3,0,1,"matched (3)","24021",24511,"matched (3)",511,"Maryland            ",24,"Washington, DC         ",1,1,1,"matched (3)","Washington DC  ",9242,4230,13472,0.761802256532067,0.238197743467933,0.367317399049881,0.632682600950119,0.686015439429929,0.313984560570071,"matched (3)",298577,850340,382881,1057560,35.1126608180257,36.2041869964825,1.09152617845674,1,0,0,1,1,1.839,4.808,0,4.808,58.58,13.472,181.49478,4.23,9.242,39.09366,17.8929,85.41456,382881,1057560,0.36204186,0,1,0.7130614,0.8954892,123.003244094508,"21798",1128,83.5106382978723,27.6595744680851,"8600000US21798",21798,"ZCTA5 21798",94.6,5.4,"matched (3)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,2614.4644,2.6144643,0.5750734,1.856298,1,1.5704892,0.60583884,0.4358407
"21841",838,39896,17847,49,100,0.17780429,1,0,0.8579952,0.14200477,0,0,0,0,0,0,0,0,0,0,0,0,"master only (1)","24047",24576,"matched (3)",576,"Maryland            ",24,"Salisbury              ",1,1,1,"matched (3)","Salisbury",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",34268,67290,50032,85065,50.9258433645415,58.816199376947,7.8903560124055,1,0,0,1,1,0.838,0,0,0,39.896,0,0,0,0,0,0,0,50032,85065,0.588162,1,0,0.2577606,0.6092702,25.8264585608662,"21841",617,75.8508914100486,18.1523500810373,"8600000US21841",21841,"ZCTA5 21841",92.6,7.4,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,0,0,0.10150955,2.1282318,1,-6.9077554,0.55232054,0.4358407
"21522",24,7292,8867,11,7,0.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"master only (1)","24023",24508,"matched (3)",508,"Maryland            ",24,"Pittsburgh             ",1,1,1,"matched (3)","Pittsburgh     ",5740,7387,13127,0.750285670754933,0.249714329245067,0.306886569665575,0.693113430334425,0.437266702216805,0.562733297783195,"matched (3)",7135,10038,9085,12484,71.0798963937039,72.7731496315284,1.69325323782444,1,0,0,1,1,0.024,0,0,0,7.292,13.127,172.31813,7.387,5.74,42.40138,54.567772,32.947598,9085,12484,0.7277315,1,0,0.28706944,0.003859867,42.8648793113413,"21522",18,66.6666666666667,0,"8600000US21522",21522,"ZCTA5 21522",100,0,"matched (3)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",1,0,0,0.5201667,0,0,-6.9077554,0.5085145,0.4358407
"20711",6062,51595,24428,303,455,0.12504125,1,0,0.8089739,0.15935335,0.0064335205,5447,1400,4047,600,3747,800,300,19,19,0.2631579,0.7368421,"matched (3)","24003",24512,"matched (3)",512,"Maryland            ",24,"Baltimore              ",1,1,1,"matched (3)","Baltimore",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",430931,997588,582705,1231569,43.1972918679856,47.3140359979831,4.11674412999748,1,0,0,1,1,6.062,5.447,1.4,4.047,51.595,0,0,0,0,0,0,0,582705,1231569,0.47314036,0,1,0.7267672,0.8334042,183.83012398283,"20711",4102,77.5475377864456,15.7484154071185,"8600000US20711",20711,"ZCTA5 20711",81.6,18.4,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",1,898.54834,0.8985483,0.20316216,2.9652731,1,1.6952486,0.5620721,0.4358407
"20606",456,65694,27558,26,46,0.15789473,1,0,0.7653509,0.15570176,0,200,200,0,200,0,0,0,1,1,1,0,"matched (3)","24037",24511,"matched (3)",511,"Maryland            ",24,"Washington, DC         ",1,1,1,"matched (3)","Washington DC  ",9242,4230,13472,0.761802256532067,0.238197743467933,0.367317399049881,0.632682600950119,0.686015439429929,0.313984560570071,"matched (3)",298577,850340,382881,1057560,35.1126608180257,36.2041869964825,1.09152617845674,1,0,0,1,1,0.456,0.2,0.2,0,65.694,13.472,181.49478,4.23,9.242,39.09366,17.8929,85.41456,382881,1057560,0.36204186,0,1,0.3928887,0.9338916,290.93733430922,"20606",339,77.8761061946903,18.2890855457227,"8600000US20606",20606,"ZCTA5 20606",95.6,4.4,"matched (3)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,438.5965,0.4385965,2.3192105,1.686399,1,-1.6044503,0.5805225,0.4358407
"21865",201,26429,17030,13,26,0.19402985,1,0,0.7960199,0.10945274,0,250,250,0,250,0,0,0,1,1,1,0,"matched (3)","24045",24576,"matched (3)",576,"Maryland            ",24,"Salisbury              ",1,1,1,"matched (3)","Salisbury",0,0,0,NA,NA,NA,NA,NA,NA,"matched (3)",34268,67290,50032,85065,50.9258433645415,58.816199376947,7.8903560124055,1,0,0,1,1,0.201,0.25,0.25,0,26.429,0,0,0,0,0,0,0,50032,85065,0.588162,1,0,0.39805698,0.13712342,205.03958023958,"21865",141,65.2482269503546,4.25531914893617,"8600000US21865",21865,"ZCTA5 21865",93.7,6.3,"matched (3)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Maryland",2,1243.781,1.2437811,0.42320895,1.9878744,1,-1.3823023,0.5221656,0.4358407
